Job_Search,clean_title,Company,Department_Search,city,Title_data,Title_data_analyst,Title_data_scientist,Title_data_architect,Title_ingenieur,Title_big_data,Title_developpeur,Title_dev_frontend,Title_dev_web,Title_dev_mobile,Title_dev_back_end,Title_dev_fullstack,Title_devops,Title_informatique,Title_technique,Title_logiciel,Title_software,Title_junior,Title_assistant,Title_manager,Title_business,Title_confirme,Title_lead,Title_senior,Title_consultant,Title_directeur,experience_min,BTS,Deug,DUT,IUT,Licence,Master,Doctorat,Ecole_Ingénieure,cdi,stage,freelance,cdd,description_clean,Python,Java,Machine Learning,Deep Learning,Javascript,Swift,NoSql,SQL,Agile,J2ee,Jee,Ruby,HTML_CSS,Php,Spark,Big_data,Scala,Back_end,Git,R,Powerbi,Cloud,C,Docker,ABAP,WLang,salary_period,salary_min,salary_mean
Data,architecte data,WOM,Rhône,Lyon,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,client specialise conseil systemes logiciels informatiques recherche actuellement architecte data cdi lyon rattache service line manager data poste organise autour plusieurs missions participez prises decision concevez feuilles route assurez egalement cadrage fonctionnel technique enfin etes charge architecture donnees environnement premise architecture azure data raison laquelle recherchons personne issue formation bac+5 ecole ingenieur ecole commerce specialisation data souhaitant developper expertise domaine architecture donnees environnements microsoft innovants justifiez experience plus 5 ans data business intelligence big data etes aise environnements data microsoft ms bi power bi azure etes interesse technologies cloud developpement souhaitez evoluer environnement dynamique donnee decline autour nouveaux projets innovants maitrisez egalement plusieurs environnements suivants power bi microsoft bi ssis ssas ssrs differents services data microsoft azure azure data factory azure datalake azure sql etc enfin gout challenge bon niveau anglais oral comme ecrit type emploi temps plein cdi salaire an experience architecte data similaire 3 ans requis formation bac +5 master mba requis langue anglais requis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,year,45000.0,45000.0
Développeur,ingénieur système senior sipartech,Sipartech,75,Paris,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,1,0,0,1,0,0,0,presentation entreprise depuis sipartech deploie propres reseaux fibres optiques transmissions optiques france europe interconnectant principaux datacenters ainsi grands centres affaire garantir excellence services reseaux sipartech representent plus km cables deployes plus grandes villes francaises couvriront tres prochainement nouvelles villes afin offrir maillage complet territoire francais europe km fibres optiques permettent desservir grandes metropoles europeennes mues volonte permanente aller toujours plus loin anticipant grands tournants technologiques evolution besoins clients partenaires equipes ingenieurs mobilisees optimiser existant offrir services solutions innovantes propres besoins chacun clients cette valeur fondamentale vehiculee sein sipartech pousse tous jours relever nouveaux defis aborder chaque problematique regard unique aussi rejoignez aventure sipartech descriptif poste mission cadre developpement recherchons nouveau collaborateur missions cadre definition architecture plateformes systemes environnement linux unix sipartech participerez choix architecture mise place assurant aspects securite systeme garant recette architectures proposees puis maintien condition operationnelles titre assurerez support niveau 2 mettrez jour documentation systeme processus detection resolution incident charge gestion projets internes clients vue faire evoluer architectures optimiser assurez veille technologique proposez evolutions technologies services utilisateurs description profil formation formation ecole ingenieurs cursus universitaire equivalent bac+5 domaine informatique reseaux idealement experience moins 6 ans fonctions similaires possedez bon niveau anglais devrez posseder tres bonnes connaissances systemes plus particulierement technologies liees environnement linux unix virtualisation bonnes connaissances securite systemes information ainsi bonnes connaissances reseau telecommunications ip constitueraient atout supplementaire competences requises maitrise systemes exploitation linux unix maitrise technologies virtualisations vmware kvm maitrise outils supervision systeme service maitrise deploiement configuration optimisation applications telles apache nginx mysql postgresql oracle bind9 news puppet salt etc maitrise bonnes pratiques securite administration reseaux proxy maitrise administration reseau connaissances avancees developpement logiciel anglais technique ecrit oral courant personnalite sens organisation rigueur esprit synthese dynamisme pragmatisme forte exigence clients sens contact communication orale ecrite sens service capacite innovation esprit initiative autonomie capacite travailler seul equipe remuneration entre keuros + interessement poste ouvert personnes rqth type emploi temps plein cdi salaire an type emploi temps plein cdi salaire an type emploi temps plein cdi salaire an experience ingenieur systeme linux devops senior sipartech similaire 6 ans requis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,year,43000.0,46500.0
Développeur,développeur,DEVINLEC,Haute-Garonne,Portet-sur-Garonne ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,societe devinlec client final editrice deux logiciels destines points vente centrale achat sein service informatique personnes integrerez equipe 4 personnes participerez travaux evolution maintenance logiciel gestion commerciale apres periode prise main maintenance corrective evolutive realiserez projets bout bout affinage besoins livraison production responsable obtention resultat conforme besoins metiers respectant imperatifs qualite delai recherchons avant tout candidat motive force propositions envie impliquer aussi bien equipe projet devez posseder bonnes capacites ecoute communication point vue technique devez maitriser java java ee sql etes parfaitement aise conception orientee objet connaissance frameworks jsf primefaces plus salaire an experience developpeur java jee similaire 1 an souhaite,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,year,35000.0,40000.0
Data,chef projet data,Inbox,75,Paris,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,1,1,0,0,1,0,0,0,missions sein equipe setup mission principale mise place livraison nouveaux dossiers clients tous aspects techniques suivants methodes agiles phase avant vente collecte analyse technique fonctionnelle besoins recommandations solutions estimations reponses besoins phase production specifications culture taches livrables developpeurs suivi realisation recettes techniques redaction documentations techniques phase exploitation assurance expertise support niveau 2+ analyse puis amelioration continue processus egalement mission definir maintenir outils servant base construction bases donnees clients hebergees travaillerez etroite collaboration account managers developpeurs role majeur communication transmission informations entre deux equipes profil bac +5 ingenieur equivalent experience moins 3 ans domaines crm base donnees permis acquerir double competence technique fonctionnelle cette expertise etes pret transmettre interlocuteurs ici developpeurs account managers afin faire grandir dote grande agilite aimez aider partager forte personnalite pousse innover proposer nouvelles solutions etes rigoureux gout analyse resolution problemes point vue plus technique savez base donnees maitrisez sql pratiquez langage programmation etes doue redaction documentation expression besoin specifications documents techniques type emploi cdi salaire an experience chef projet 3 ans souhaite formation bac +3 licence bachelor souhaite,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,year,40000.0,42500.0
Développeur,developpeur senior ui,TECH MAHINDRA,75,Paris,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,1,0,0,0,tech mahindra groupe international evalue 5 milliards dollars plus professionnels pays eme plus grandes entreprises numeriques evaluees monde forbes plus details https goo gl zb etabli depuis ans france 2 entites administratives paris toulouse bientot marignane departement ies dedie activites ingenierie secteurs automobile aerospatiale fabrication process epc projets services allant services informatiques centraux services informatiques industriels tech mahindra fait partie groupe mahindra mahindra detient egalement marques prestigieuses comme cycles pininfarina mitsubishi ssangyong peugeot description poste tech mahindra aide entreprises atteindre leurs objectifs commerciaux afin conserver avantage concurrentiel aidons disney mise oeuvre fasspass magicband contexte recrutons developpeur senior ui base paris mission centree themes suivants conception developpement services backend travailler technologies pointe environnement agile recherche meilleurs moyens developper expedier nouvelles idees travailler developpement api fournisseurs externes gerer integrations complexes comprendre modeles architecture microservices appliquer succes approprier composants importants travailler continuellement ameliorer evaluer differentes approches methodologies developpement qualifications competences requises moins 8 ans experience professionnelle competences techniques angular javascript developpement sites web html caa ajax bootstrap jquery java angular fullstack job types full time contract new grad permanent salary to year experience ui development 5 years preferred language anglais required,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,year,40000.0,45000.0
Développeur,développeur réf,GA CONSULTING RH,Rhône,Lyon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,1,0,0,1,0,0,0,actuellement recrutons client reconnu marche specialise domaine echange donnees informatise developpeur client leader marche transforme activite suivre evolution demandes clients quelques mots satisfaction chez client donne chance reussir evoluer proposer sens service irreprochable leit motiv client coup chance cette satisfaction aussi bien externe interne simplicite echange simple humain direction ecoute tous collaborateurs travailliez accueil commerce peu importe etes reconnus surtout connus prenom acteur pleine transformation leurs activites plus nouveaux salaries recherchent collaborateurs vont accompagner changement aimez challenges cette entreprise faite car defi taille esprit entreprise chez client droit apporter idee proposer solutions rapport probleme rencontre mission rattache responsable developpeurs charge missions developpement clients veille technologique projets developpement optimisation applications cela intervenez phase recueil besoin client participez phases avant projet charge assurer developpements participer recettes plus recul postes permet analyser proposer nouvelles solutions fonctionnelles techniques ameliorer performances service amene intervenir plusieurs perimetres notamment traitement images nouvelles approches documentaires ainsi traitements donnees etes capable integrer facilement equipe atteindre objectifs maniere rigoureuse autonome diplome bac+3 bac+5 informatique justifiez premiere experience developpement logiciels applications professionnels bonne maitrise langages c++ asp net sql plus connaissance environnements technologies windows aimez travailler projets innovants methode agile anglais fonctionnel plus tenue poste type emploi temps plein cdi salaire an experience developpeur ref ga similaire 1 an souhaite,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,year,24000.0,26000.0
Data,data scientist confirmé projet energie,MOBEN&ROOSTER,75,Paris,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,moben rooster startup positionnee offre hybride ingenierie digital dediee industrie plus particulierement secteur energie environnement fois editeur solutions digitales cabinet conseil specialise ingenierie ambition etant fournir excellence services donner sens donnees issues projets ingenierie travers applications intuitives metiers equipe parisienne recherche data scientist confirme intervenir projets clients secteur energie environnement nucleaire petrole gaz traitement eau contenu poste data scientist developpe code relatif algorithmes vue mise production travaillant prealable code design pertinent contribue developpement solution maintenance predictive portee equipe developpe maintient code sous jacent framework industrialisation algorithmes garants qualite code tests unitaires tests non regression standards developpement livre code attendu respect delais parfois contraints cadences releases trimestrielles solution implique maintenance amelioration packages existants inscrit rituels equipe fait suggestions ameliorer processus contribue veille scientifique technique equipe force proposition idees nouveaux cas usage fait remonter eventuelles anomalies identifiees qualite donnees profil formation bac+5 ingenieur experience 3 ans minimum poste competences demandees niveau confirme python azure sql git github powerbi algorithmes standard apprentissage automatique programmation orientee objet fonctionnelle r docker series temporelles statistique mathematique job types full time new grad permanent salary to year,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,year,35000.0,45000.0
Développeur,développeur php,SudOuest RH,Haute-Garonne,Toulouse ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,1,0,0,1,0,0,0,1,0,0,0,societe specialisee expertise automobile organisee reseau cabinets sites recherche developpeur application web php full stack sein equipe developpement travaillerez applicatifs lies sites intranet extranet portails acces outils destination adherents professionnels automobile assureurs assures versions mobiles egalement developpees missions developpement nouvelles fonctionnalites gestion base donnees mysql developpement applications mobiles participation etudes choix techniques profil candidat bac +2 +3 informatique moins 4 ans experience developpement php5 mysql competences javascript utilisation jquery framework javascript idealement backbonejs connaissance framework php type mvc competences plus phalcon backbonejs api rest git statistiques progressive web app pwa poste cdi base toulouse cote remuneration entre annuel brut selon experience si poste correspond merci joindre cv precisant competences poste type emploi temps plein cdi,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,year,30000.0,33500.0
Développeur,developpeurs python,TALENTS RH,Rhône,Lyon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,talents rh societe recrutement specialisee profils rares hautes competence recherche partenaires developpeurs python sein equipe developpement clarisys informatique contribuerez produits systeme information entreprise logicel libre claritick integration systemes divers plateforme munin smokeping analyser besoins mettre oeuvre cahier charges developper solutions effectuer tests validation accompagner mise place ameliorations mesurer analyser ameliorer performances logiciel profil maitrise systemes gestion versions git subversion maitrise outils recherche adaptation differents langages programmation oriente objet python java c++ connaissances bases donnees relationnelles mysql postgresql oracle bonnes connaissances environnement gnu linux debian fedora opensuse redhat freebsd comprehension anglais technique etes passionne informatique nouvelles technologies desirez mettre pratique developpe participe moins projet personnel hors cadre scolaire entreprise type emploi temps plein cdi salaire 2 2 mois experience developpeurs python similaire 1 an souhaite,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,year,27600.0,29940.0
Développeur,devops sre leader,Konekt,75,Paris,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,description emploi client marketplace plus importante france adosse plus groupe commerce mondial recherche profil devops infrastructure descriptif poste equipe infrastructure responsable plateformes production projets lies installation configuration serveurs gestion problemes incidents deploiement applications fait sorte maintenir plateformes production plateformes internes afin elles constamment operationnelles cette maniere projets techniques developpeurs ligne regulierement sans encombre utilisateurs profitent experience folie site page vieille legende recherchons ingenieur devops infrastructure renforcer equipe technique tant tel travaillez binome devops deja place equipe 6 personnes dba ingenieurs systeme principales missions notamment suivantes participez activement preparation mise place deploiements nouvelles versions sites assurez mise place mises jour integration toutes briques applicatives effectuez tests non regression assurer nouvelles versions top faites evoluez plateforme production accompagnant mise place micro services gestion incidents problemes appuyant outils monitoring supervision assurez detection incidents suivi problemes applicatifs systemes reseaux jusqu resolution complete afin assurer niveau service requis premiers sites commerce francais profil recherche formation superieure informatique justifiez experience similaire reussie environ 1 3 ans environnement production web apache java etes passionne web logiciels libres faites preuve excellentes qualites relationnelles dialoguez facilement interlocuteurs contraintes metiers differents competences recherchees linux ubuntu debian redhat scripting bash perl python serveurs web applicatifs apache play tomcat protocoles internet standards http smtp dns reseau securite tcp ip routage firewall gestionnaires configuration salt chef docker kubernetes similaire repo managers nexus artifactory etc git bitbucket maven sbt ci cd jenkins etc jvm gc options etc jira suite atlassian similaire plus supervision nagios supervision container datadoghq sematext newrelic prometheus sensu discovery service consul autres logiciels libres rabbitmq virtualisation vmware vcloud director xen server docker registry logging moderne log server file beat elk etc processes agiles anglais,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,year,60000.0,65000.0
Développeur,développeur java,Silkhom,75,Paris,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,sein equipe 9 personnes evoluant methodologie agile scrum travaillerez developpement evolution grappe applications groupe domaine securite taches suivantes rediger specifications techniques developper nouvelles fonctionnalites maintenir faire evoluer applications proposition nouvelles solutions techniques participation choix techniques veille technologique environnement technologique java 8 9 spring boot core security batch mvc data tomcat maven jenkins apache sql oracle postgresql pourquoi rejoindre cette entreprise presence europe moyen orient afrique evenements etranger week end barcelone mobilite interne projets touchant securite possibilite avoir role team leader profil recherche bac +3 minimum informatique moins 2 ans experience developpement java technologies complementaires spring bon niveau anglais complements lieu paris contrat cdi salaire selon profil si profil correspond reviendrons vers 7 jours compter date envoi,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,year,40000.0,47500.0
Développeur,lead développeur php,Adsearch,Rhône,Lyon,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,adsearch recrute client start up editrice logiciel pleine croissance lead developpeur php etes avide aventures souhaitez prendre part hyper croissance start up digital alors ceci devrait interesser recherchons lead developpeur php rejoindre start up creee 5 ans croissance exponentielle depuis 3 ans composee 2 personnes depart cette start up comprend aujourd hui collaborateurs cesse agrandir tel point demenagement locaux prevu tout restant hyper centre lyon 1er arrondissement terreaux cette start up propose clients solution saas innovante permettant acquerir nouveaux marches chaque jour accompagner cette forte croissance dirigeants coeur perfectionner niveau qualite code equipe equipe technique aujourd hui composee personnes reparties 3 poles differents rejoignez pole 4 personnes 1 dev senior 2 dev juniors tant lead dev contexte accelerer structurer developpements plateforme saas stack technique php principalement v7 symfony v4 docker aws sgbd sql ponctuellement javascript vue js node js api prenez lead trois equipes developpement accompagnez conseillez managez 3 developpeurs php plus accompagnement technique responsabilite hierarchique aupres equipe possibilite faire accompagner direction aspects rh si souhaitez tant lead developpeur prenez part technique contribuez developpement php backend developpements equipe concernent partie data solution outils principaux php 7 2 symfony 4 actuellement mongodb societe va migrer sql pourrez utiliser ponctuellement node js vue js autres langages adaptes si besoin profil formation superieure informatique justifiez 5 ans experience reussie developpement php justifiez egalement premiere experience reussie tant lead developpeur gestion equipe etes naturel pedagogue aimez transmettre connaissances aimez defis techniques environnement start up attire reconnaissez qualites alors venez faire partie cette aventure type emploi cdi salaire an experience developpement php 5 ans souhaite,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,year,50000.0,50000.0
Développeur,développeur,Infinite Developers,Rhône,Lyon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,developpeur uwp societe cree infinite developers agence web taille humaine basee centre historique part dieu equipe pluridisciplinaire connivente experte projets tous plus attractifs uns autres airbus seb metro locaux flambants neufs gachent rien etroite relation maison mere parisienne gerons projets leurs integralite agisse site vitrine commerce logiciel application mobile application support tactile grand format description poste renforcons effectifs cadre croissance etoffons equipe developpement tant ingenieur etudes developpement rejoindrez equipe developpement participerez realisation applications mobiles cross platform tablettes exemple tables tactiles jeux multitouch solutions reunions collaboratives plus globalement etes mesure intervenir solutions apportant bonnes pratiques developpement tout prenant compte problematiques performance haute disponibilite charge tout partie conception technique realisation applications net diplome bac +3 +5 informatique pouvez justifier experience significative developpement applications net parcours professionnel permet maitrise autonomie environnements developpement net asp net vb net bonnes connaissances langage sql profil recherche competences net framework prism unity entity uwp wpf experience 2 5 ans minimum poste similaire remuneration entre fonction qualification experience possibilite evolution,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,year,30000.0,35000.0
Développeur,ingénieur devops,Anson McCade,75,Paris,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,recrutons aujourd hui ingenieur devops fexperimente rejoindre pole innovation esprit start up grand annonceur francais base paris sein entite digitale client evoluerez contexte cloud permettra travailler aussi bien sujets creation automatisation mvp minimum viable products innovants mise place chaines ci cd developpement infrastructure cloud azure evoluerez sein equipe dediee composee 8 personnes concevra developpera mvp utilisateurs afin fournir produit novateur centre utilisateur generalement produit developpe series 5 8 series sprints 2 semaines methodologie agile environnement technique devops docker ansible jenkins terraform kubernetes sonarqube gitlab gitlab ci azure back scala python nodejs java 7+ elasticsearch front angular 5+ reactjs vuejs tant devops role cle sein transformation digitale client principales missions mettre place chaines ci cd notamment mettre production continu integrer tests continus proposer axes amelioration terme methodologies processus outils devops architecture mettre place plus forte culture collaboration equipes rendre plus autonomes tant devops diplome superieur domaine informatique experience conception mise oeuvre bout bout processus devops metier ops experience moins 3 ans poste similaire bonnes connaissances mise place chaine ci cdet maitrise outils tels docker jenkins ansible autres outils peuvent rapprocher bonne maitrise anglais participe projets agiles scrum kanban appetence solutions cloud azure aws gccpou openstack idealement experience significative environnement cloud azure pivotal cloud foundry plus aptitudes resolution problemes prise initiatives gerer pression excellentes capacites communication interpersonnelles si etes dynamique motive envie nouveau challenge reste plus postuler type emploi temps plein cdi salaire an experience developpeur toutes technos 3 ans requis ingenieur devops 3 ans requis langue anglais niveau b2 ou+ requis,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,year,55000.0,60000.0
Développeur,stagiaire stage web front back,ITALIC,75,Paris,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0,1,0,0,0,0,1,0,0,recapitulatif poste studio italic cree produit sites internet vitrine commerce portails intranets apps mobiles serious games annonceurs agences toutes tailles cadre developpement cherchons nouveaux collaborateurs collaboratrices stage conventionne pouvant deboucher cdi profil decroche diplome bac + 2 type dut mmi src dut informatique licence info com autre parcours solides bases autodidactes etes maintenant cycle superieur informatique ecoles ingenieur bachelor informatique cursus specialise ecole art ecole multimedia bac+3 minimum etes passionne nouvelles technologies web autodidacte etes autonome methodique rigoureux bon relationnel esprit initiative modalites type contrat stage convention obligatoire duree temps plein 3 mois minimum lieu exercice place republique paris xeme demarrage asap responsabilites missions stage pole front integration html css maquettes animations html5 js dynamisation templates api reseaux sociaux support technique stage pole back creation back offices configuration cms solutions metier mesure webservices support technique qualifications competences team front etes aise moins 3 parmi html5 css2 3 bootstrap axure tests compatibilite cross browser integration responsive media queries javascript jquery ajax adobe animate wordpress themes from scratch boucles variables team back etes aise moins 2 parmi php oriente objet mysql symfony2 3 zend cms wordpress avances custom plugins drupal 7 8 ez publish joomla typo3 prestashop react js react native phonegap opportunites travailler marques variees tous secteurs toutes tailles positionner renfort equipe avoir propres projets apprendre vite projets courts perfectionner connaissances projets longs etre ecoute recommandations questions apprenant etre encadre developpeurs confirmes avoir cas concrets professionnels presenter rapport stage poursuivre aventure cdi plus talentueux avantages remuneration gratification legale + tickets restaurant transports mutuelle entreprise type emploi stage salaire mois experience dev web stage projet open source 1 an requis formation bac +2 bts dut deug requis certificats autres accreditations portfolio site perso github requis convention stage signer ecole requis langue francais anglais requis,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,month,700.0,800.0
Développeur,php,JIMENEZ FVA,Haute-Garonne,Villeneuve-lès-Bouloc ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,pleine croissance si fait peau neuve choisi developper interne application repondant nouveaux besoins entreprise afin completer equipe developpement recherchons developpeur euse back end motive dynamique prendre charge projets differentes themes missions concevoir developper fonctionnalites selon regles etablies tester code assurer conformite determiner mesures correctives debug veiller outils techniques adaptes concevoir outils aide securite surveillance utilisation suivre assister utilisateur comprehension fonctionnalite competences techniques requises maitrise php maitrise sql connaissance javascript bootstrap git maitrise regles securite informatique maitrise anglais technique maitrise architecture bases donnees bonne connaissance gestion configuration serveur qualites attendues travail equipe autonome organise etre force proposition ecoute type emploi temps plein cdi salaire 2 2 mois experience developpement php 1 an souhaite informatique 1 an souhaite anglais technique 1 an souhaite langages programmation 1 an souhaite,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,year,27600.0,28800.0
Développeur,développeur php senior,GroupAgora,75,Paris,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,groupagora acteur global depuis partenaire informatique grands comptes pme pmi partout france souhaite renforcer equipes paris recherche 1 developpeur php senior poste rattache chef equipe developpements equipe ecommerce diosi garant pilotage equipe developpement web contact etroit architecte equipe ingenierie systeme interlocuteur chefs projets eservice manager afin aider leurs etudes impacts faisabilite cet effet devrez gerer maniere efficace optimisee ressources equipe outils informatiques connaitre connaissance javascript connaissance moins framework js prototype jquery scriptaculous mootools maitrise photoshop equivalent fireworks exemple langages programmation php javascript sql bases donnees mysql competences disposez solides connaissances pilotage equipes developpement projets internet etes motive curieux sens responsabilites travail equipe possedez savoir faire tenir informe evolutions futures php connaissez framework symfony 3 bonnes bases notions securite applicative faille xss sql injection apprehendez problematiques charge differentes couches applicatives connaissez plusieurs frameworks js type prototype scriptaculus connaissez ajax savez travailler ide tel eclipse netbeans apprehendez differents environnements locals developpement integration apprehendez systemes versionning utilisation svn git profil attendu justifiez 6 ans experience connaissance java script connaissance moins framework js prototype jquery scriptaculous moo tool maitrise prestashop equivalent maitrise langage php bases donnees mysql anglais correct parle ecrit,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,year,45000.0,48500.0
Développeur,ingénieur développeur web angular,EPSILON-ALCEN,Loire-Atlantique,Nantes ,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,competences egales poste ouvert personnes situation handicap epsilon societe groupe alcen repond differents besoins conception optimisation systemes grands secteurs industriels energie aeronautique spatial epsilon mene etudes perfectionnement produits clients propres technologies engage projets complexes conception realisation support puissance industrielle groupe alcen epsilon developpe domaines physique informatique scientifique enfin performance operationnelle ainsi alliant capacite modelisation simulation multi physiques vision systeme epsilon permet raccourcir delais entre phases amont projets essais validations epsilon fait choix expertise cultivant certaines specialites depuis nombreuses annees tout performance operationnelle groupe industriel haute technologie comme alcen positionnement fois services produits unique domaine ingenierie permet ingenieurs exprimer tous leurs talents societe maintenant organisee trois centres competences epsilon physics dedie ingenierie physique epsilon digital dedie informatique industrielle scientifique epsilon system dedie essais conception integration equipements speciaux ainsi developper offre produits numeriques agence nantes epsilon recherche developpeurs web renforcer equipes http www epsilon alcen com fr http www alcen com fr www linkedin com company epsilon ing nierie missions proposons rejoindre equipe nantaise intervenir projets varies sein desquels fonctions principales creation developpement interfaces web manipulation interaction donnees scientifiques industrielles realisation phases tests tests unitaires tests automatiques correction amelioration produit interaction equipes scientifiques specialisees accompagnement groupe alcen transformation digitale profil etes passionne sciences nouvelles technologies suivez pres innovations moment etes titulaire bac + 5 informatique mathematique physique etes autonome proactif ve rigoureux experience an minimum angular competences linguistiques niveau avance anglais technique plus competences experience attachons grande importance personnalite valeurs collaborateurs connaissances competences requises maitriser plusieurs langages suivants angular 6 7 javascript java html css outils gitlab plus node js agile type emploi cdi salaire an experience ingenieur developpeur sous angular 1 an souhaite,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,year,30000.0,40000.0
